persons_count,landing_year,noc_2011_level4_eng_desc
10,2001,3011 - Nursing co-ordinators and supervisors
430,2001,3012 - Registered nurses and registered psychiatric nurses
125,2001,3111 - Specialist physicians
240,2001,3112 - General practitioners and family physicians
85,2001,3113 - Dentists
205,2001,3114 - Veterinarians
5,2001,3121 - Optometrists
--,2001,3122 - Chiropractors
10,2001,3125 - Other professional occupations in health diagnosing and treating
450,2001,3131 - Pharmacists
90,2001,3132 - Dietitians and nutritionists
55,2001,3141 - Audiologists and speech-language pathologists
135,2001,3142 - Physiotherapists
70,2001,3143 - Occupational therapists
65,2001,3144 - Other professional occupations in therapy and assessment
545,2001,3211 - Medical laboratory technologists
80,2001,3212 - Medical laboratory technicians and pathologists' assistants
55,2001,3213 - Animal health technologists and veterinary technicians
40,2001,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists"
135,2001,3215 - Medical radiation technologists
75,2001,3216 - Medical sonographers
15,2001,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c."
15,2001,3219 - Other medical technologists and technicians (except dental health)
20,2001,3221 - Denturists
80,2001,3222 - Dental hygienists and dental therapists
115,2001,"3223 - Dental technologists, technicians and laboratory assistants"
10,2001,3231 - Opticians
35,2001,3232 - Practitioners of natural healing
95,2001,3233 - Licensed practical nurses
15,2001,3234 - Paramedical occupations
45,2001,3236 - Massage therapists
25,2001,3411 - Dental assistants
85,2001,"3413 - Nurse aides, orderlies and patient service associates"
35,2001,3414 - Other assisting occupations in support of health services
705,2001,4011 - University professors and lecturers
210,2001,4021 - College and other vocational instructors
415,2001,4031 - Secondary school teachers
360,2001,4032 - Elementary school and kindergarten teachers
80,2001,4033 - Educational counsellors
10,2001,4111 - Judges
100,2001,4112 - Lawyers and Quebec notaries
115,2001,4151 - Psychologists
195,2001,4152 - Social workers
55,2001,"4153 - Family, marriage and other related counsellors"
230,2001,4154 - Professional occupations in religion
--,2001,4155 - Probation and parole officers and related occupations
5,2001,4156 - Employment counsellors
60,2001,"4161 - Natural and applied science policy researchers, consultants and program officers"
450,2001,4162 - Economists and economic policy researchers and analysts
855,2001,4163 - Business development officers and marketing researchers and consultants
130,2001,"4164 - Social policy researchers, consultants and program officers"
15,2001,"4165 - Health policy researchers, consultants and program officers"
85,2001,"4166 - Education policy researchers, consultants and program officers"
25,2001,"4167 - Recreation, sports and fitness policy researchers, consultants and program officers"
--,2001,4168 - Program officers unique to government
240,2001,"4169 - Other professional occupations in social science, n.e.c."
200,2001,4211 - Paralegal and related occupations
65,2001,4212 - Social and community service workers
60,2001,4214 - Early childhood educators and assistants
25,2001,4215 - Instructors of persons with disabilities
20,2001,4216 - Other instructors
90,2001,4217 - Other religious occupations
55,2001,4311 - Police officers (except commissioned)
10,2001,4312 - Firefighters
--,2001,4313 - Non-commissioned ranks of the Canadian Forces
1755,2001,4411 - Home child care providers
70,2001,4413 - Elementary and secondary school teacher assistants
--,2001,4421 - Sheriffs and bailiffs
5,2001,4422 - Correctional service officers
5,2001,"4423 - By-law enforcement and other regulatory officers, n.e.c."
120,2001,5111 - Librarians
10,2001,5112 - Conservators and curators
15,2001,5113 - Archivists
115,2001,5121 - Authors and writers
195,2001,5122 - Editors
200,2001,5123 - Journalists
665,2001,"5125 - Translators, terminologists and interpreters"
205,2001,"5131 - Producers, directors, choreographers and related occupations"
10,2001,"5132 - Conductors, composers and arrangers"
185,2001,5133 - Musicians and singers
75,2001,5134 - Dancers
35,2001,5135 - Actors and comedians
80,2001,"5136 - Painters, sculptors and other visual artists"
50,2001,5211 - Library and public archive technicians
15,2001,5212 - Technical occupations related to museums and art galleries
60,2001,5221 - Photographers
25,2001,5222 - Film and video camera operators
20,2001,5223 - Graphic arts technicians
25,2001,5224 - Broadcast technicians
30,2001,5225 - Audio and video recording technicians
55,2001,"5226 - Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts"
10,2001,"5227 - Support occupations in motion pictures, broadcasting, photography and the performing arts"
20,2001,5231 - Announcers and other broadcasters
60,2001,"5232 - Other performers, n.e.c."
225,2001,5241 - Graphic designers and illustrators
135,2001,5242 - Interior designers and interior decorators
145,2001,"5243 - Theatre, fashion, exhibit and other creative designers"
80,2001,5244 - Artisans and craftspersons
15,2001,"5245 - Patternmakers - textile, leather and fur products"
25,2001,5251 - Athletes
50,2001,5252 - Coaches
--,2001,5253 - Sports officials and referees
105,2001,"5254 - Program leaders and instructors in recreation, sport and fitness"
50,2001,6211 - Retail sales supervisors
1285,2001,6221 - Technical sales specialists - wholesale trade
330,2001,6222 - Retail and wholesale buyers
40,2001,6231 - Insurance agents and brokers
30,2001,6232 - Real estate agents and salespersons
50,2001,6235 - Financial sales representatives
25,2001,6311 - Food service supervisors
--,2001,6312 - Executive housekeepers
30,2001,"6313 - Accommodation, travel, tourism and related services supervisors"
--,2001,6315 - Cleaning supervisors
255,2001,6321 - Chefs
515,2001,6322 - Cooks
15,2001,"6331 - Butchers, meat cutters and fishmongers - retail and wholesale"
115,2001,6332 - Bakers
235,2001,6341 - Hairstylists and barbers
335,2001,"6342 - Tailors, dressmakers, furriers and milliners"
15,2001,6343 - Shoe repairers and shoemakers
80,2001,"6344 - Jewellers, jewellery and watch repairers and related occupations"
15,2001,6345 - Upholsterers
--,2001,6346 - Funeral directors and embalmers
490,2001,6411 - Sales and account representatives - wholesale trade (non-technical)
630,2001,6421 - Retail salespersons
40,2001,6511 - Maîtres d'hôtel and hosts/hostesses
50,2001,6512 - Bartenders
185,2001,6513 - Food and beverage servers
480,2001,6521 - Travel counsellors
40,2001,6522 - Pursers and flight attendants
70,2001,6523 - Airline ticket and service agents
15,2001,"6524 - Ground and water transport ticket agents, cargo service representatives and related clerks"
55,2001,6525 - Hotel front desk clerks
60,2001,6531 - Tour and travel guides
5,2001,6532 - Outdoor sport and recreational guides
90,2001,6541 - Security guards and related security service occupations
50,2001,6551 - Customer services representatives - financial institutions
125,2001,6552 - Other customer and information services representatives
--,2001,"6561 - Image, social and other personal consultants"
95,2001,"6562 - Estheticians, electrologists and related occupations"
10,2001,6563 - Pet groomers and animal care workers
--,2001,6564 - Other personal service occupations
135,2001,6611 - Cashiers
10,2001,6621 - Service station attendants
25,2001,"6622 - Store shelf stockers, clerks and order fillers"
45,2001,6623 - Other sales related occupations
10,2001,"6711 - Food counter attendants, kitchen helpers and related support occupations"
--,2001,"6721 - Support occupations in accommodation, travel and facilities set-up services"
--,2001,"6722 - Operators and attendants in amusement, recreation and sport"
70,2001,6731 - Light duty cleaners
--,2001,6732 - Specialized cleaners
70,2001,"6733 - Janitors, caretakers and building superintendents"
15,2001,"6741 - Dry cleaning, laundry and related occupations"
15,2001,"6742 - Other service support occupations, n.e.c."
5,2001,"7201 - Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations"
20,2001,"7202 - Contractors and supervisors, electrical trades and telecommunications occupations"
--,2001,"7203 - Contractors and supervisors, pipefitting trades"
5,2001,"7204 - Contractors and supervisors, carpentry trades"
25,2001,"7205 - Contractors and supervisors, other construction trades, installers, repairers and servicers"
275,2001,7231 - Machinists and machining and tooling inspectors
360,2001,7232 - Tool and die makers
10,2001,7233 - Sheet metal workers
5,2001,7234 - Boilermakers
10,2001,7235 - Structural metal and platework fabricators and fitters
--,2001,7236 - Ironworkers
250,2001,7237 - Welders and related machine operators
95,2001,7241 - Electricians (except industrial and power system)
255,2001,7242 - Industrial electricians
30,2001,7243 - Power system electricians
80,2001,7244 - Electrical power line and cable workers
85,2001,7245 - Telecommunications line and cable workers
185,2001,7246 - Telecommunications installation and repair workers
10,2001,7247 - Cable television service and maintenance technicians
45,2001,7251 - Plumbers
--,2001,"7252 - Steamfitters, pipefitters and sprinkler system installers"
--,2001,7253 - Gas fitters
145,2001,7271 - Carpenters
50,2001,7272 - Cabinetmakers
30,2001,7281 - Bricklayers
15,2001,7282 - Concrete finishers
15,2001,7283 - Tilesetters
15,2001,"7284 - Plasterers, drywall installers and finishers and lathers"
10,2001,7291 - Roofers and shinglers
--,2001,7292 - Glaziers
--,2001,7293 - Insulators
